tax_group,tax_gs,tax_eco_food,tax_lh_amd,tax_lh_licm,tax_lh_ri#/d,test_exposure_type,test_media_type,result_effect,media_ph_mean,media_temperature_mean,result_conc1_mean_binary,result_conc1_type,result_obs_duration_mean,result_conc1_mean,result_conc1_mean_log,chem_name
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,24,0.048,-1.31875876262441,Fenvalerate
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,96,0.03,-1.52287874528034,Fenvalerate
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,24,0.0065,-2.18708664335714,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,96,0.0062,-2.20760831050175,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,24,0.0046,-2.33724216831843,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,96,0.0045,-2.34678748622466,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,24,0.017,-1.76955107862173,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,96,0.0101,-1.99567862621736,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,24,0.0259,-1.58670023591875,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,96,0.0111,-1.95467702121334,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,24,0.0059,-2.22914798835786,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,96,0.0049,-2.30980391997149,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,24,0.0044,-2.35654732351381,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,96,0.0040999999999999,-2.38721614328026,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,24,0.0075,-2.1249387366083,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,96,0.007,-2.15490195998574,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,24,0.0091,-2.04095860767891,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,96,0.008,-2.09691001300806,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,24,0.013,-1.88605664769316,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,12,1,A,96,0.0111,-1.95467702121334,Salicylanilide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.6,,0,A,96,4.46,0.649334858712142,Methyl parathion
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.6,,0,A,96,8.17,0.912222056532416,Methyl parathion
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.6,,0,A,96,5.36,0.72916478969277,Methyl parathion
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.6,,0,A,96,6.91,0.839478047374198,Methyl parathion
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.6,,0,A,96,4.3,0.633468455579587,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.6,,0,A,96,6.1,0.785329835010767,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.6,,0,A,96,6.9,0.838849090737255,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.6,,1,A,96,0.17,-0.769551078621726,Chlorpyrifos
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.6,,1,A,96,0.13,-0.886056647693163,Chlorpyrifos
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.6,,1,A,96,0.14,-0.853871964321762,Chlorpyrifos
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.6,,1,A,96,0.12,-0.920818753952375,Chlorpyrifos
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,8.3,25,0,A,96,30,1.47712125471966,Toluene
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,8.3,25,0,A,96,31,1.49136169383427,Toluene
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,8.3,25,0,A,96,26,1.41497334797082,Toluene
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,8.3,25,0,A,96,18,1.25527250510331,Toluene
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,8.3,25,0,A,96,36,1.55630250076729,Toluene
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,8.3,25,0,A,96,25,1.39794000867204,Toluene
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,8.3,25,0,A,96,27,1.43136376415899,Toluene
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,8.3,25,0,A,96,28,1.44715803134222,Toluene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22,1,A,96,0.08,-1.09691001300806,Aminocarb
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22,1,A,24,0.05,-1.30102999566398,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22,1,A,48,0.039,-1.4089353929735,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22,1,A,96,0.036,-1.44369749923271,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8.2,22,1,A,24,0.034,-1.46852108295774,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8.2,22,1,A,48,0.026,-1.58502665202918,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8.2,22,1,A,96,0.023,-1.63827216398241,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8.2,40,1,A,24,0.032,-1.49485002168009,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.1,22,1,A,48,0.025,-1.60205999132796,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.1,22,1,A,96,0.025,-1.60205999132796,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22,1,A,24,0.04,-1.39794000867204,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22,1,A,48,0.032,-1.49485002168009,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22,1,A,96,0.024,-1.61978875828839,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22,1,A,24,0.035,-1.45593195564972,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22,1,A,48,0.022,-1.65757731917779,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22,1,A,96,0.016,-1.79588001734408,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,,,1,F,24,0.056,-1.2518119729938,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,,,1,F,48,0.047,-1.32790214206428,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,,,1,A,96,0.042,-1.3767507096021,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,,,1,F,24,0.04,-1.39794000867204,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,,,1,F,48,0.036,-1.44369749923271,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,,,1,F,96,0.036,-1.44369749923271,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,,,1,F,24,0.032,-1.49485002168009,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,,,1,F,48,0.032,-1.49485002168009,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,,,1,F,96,0.032,-1.49485002168009,Dieldrin
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,,,1,F,96,0.0338,-1.47108329972235,"2,2',5-Trichlorobiphenyl"
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.9,25.3,0,A,96,12.7,1.10380372095596,Cyclonite
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.8,,0,A,48,35,1.54406804435028,Acrylonitrile
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.8,,0,A,48,14,1.14612803567824,Acrylonitrile
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.8,,0,A,96,34,1.53147891704226,Acrylonitrile
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.8,,0,A,96,14,1.14612803567824,Acrylonitrile
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.2,21.8,1,A,96,0.0084,-2.07572071393812,Acrylonitrile
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.2,21.8,1,A,48,0.014,-1.85387196432176,Acrylonitrile
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8.1,22,1,F,24,0.078,-1.10790539730952,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8.1,22,1,F,48,0.059,-1.22914798835786,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8.1,22,1,F,72,0.059,-1.22914798835786,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8.1,22,1,F,96,0.059,-1.22914798835786,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.1,22,1,F,24,0.115,-0.939302159646388,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.1,22,1,F,48,0.11,-0.958607314841775,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.1,22,1,F,72,0.107,-0.97061622231479,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.1,22,1,F,96,0.104,-0.98296666070122,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8.3,22,1,F,24,0.093,-1.03151705144607,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8.3,22,1,F,48,0.078,-1.10790539730952,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8.3,22,1,F,72,0.078,-1.10790539730952,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8.3,22,1,F,96,0.078,-1.10790539730952,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,6.8,22,1,F,24,0.24,-0.619788758288394,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,6.8,22,1,F,48,0.21,-0.677780705266081,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,6.8,22,1,F,96,0.18,-0.744727494896694,Hexachlorocyclopentadiene
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.39,22.4,0,A,96,3.09,0.489958479424835,Dichlorvos
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.44,22.2,0,A,96,1.95,0.290034611362518,Biphenyl
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.19,21.9,0,A,96,3.5,0.544068044350276,Biphenyl
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.19,21.9,0,A,96,2.94,0.468347330412157,Biphenyl
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.19,21.9,0,A,96,1.45,0.161368002234975,Biphenyl
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.4,22.5,1,A,96,0.28,-0.552841968657781,Butachlor
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22.2,1,A,96,0.75,-0.1249387366083,Butachlor
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22.2,1,A,96,0.75,-0.1249387366083,Butachlor
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.4,22.2,1,A,96,0.64,-0.193820026016113,Butachlor
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.06,23.2,1,A,96,0.93,-0.0315170514460648,Carbazole
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.42,22.4,0,A,96,1.05,0.021189299069938,Dibenzofuran
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.47,21.8,0,A,96,3.62,0.558708570533166,Dibenzofuran
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.47,21.8,0,A,96,1.14,0.0569048513364725,Dibenzofuran
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.47,21.8,0,A,96,3.02,0.480006942957151,Dibenzofuran
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.24,22,0,A,96,3.24,0.510545010206612,"3,3'-Dichlorobenzidine"
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.24,22,0,A,96,2.77,0.442479769064449,"3,3'-Dichlorobenzidine"
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.24,22,0,A,96,2.08,0.318063334962762,"3,3'-Dichlorobenzidine"
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,6.83,21.5,0,A,96,1.77,0.247973266361807,"3,3'-Dichlorobenzidine"
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,6.67,22.3,0,A,96,2.15,0.332438459915605,"3,3'-Dichlorobenzidine"
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,6.67,22.3,0,A,96,1.88,0.27415784926368,"3,3'-Dichlorobenzidine"
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,6.67,22.3,0,A,96,1.05,0.021189299069938,"3,3'-Dichlorobenzidine"
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,6.9,23.3,0,A,96,4.54,0.657055852857104,Styrene oxide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,6.82,22.3,0,A,96,13.8,1.13987908640124,Styrene oxide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,6.82,22.3,0,A,96,26.33,1.42045085910607,Styrene oxide
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,6.82,22.3,0,A,96,10.7,1.02938377768521,Styrene oxide
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.1,21.7,0,A,96,253,2.40312052117582,Isophorone
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.24,22.1,0,A,96,319,2.50379068305718,Isophorone
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.24,22.1,0,A,96,275,2.43933269383026,Isophorone
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.24,22.1,0,A,96,240,2.38021124171161,Isophorone
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.31,21.5,1,A,96,0.27,-0.568636235841013,Isopropalin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.11,21.4,1,A,96,0.61,-0.214670164989233,Isopropalin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.11,21.4,1,A,96,0.67,-0.173925197299174,Isopropalin
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.11,21.4,1,A,96,0.31,-0.508638306165727,Isopropalin
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.24,20.9,1,A,96,0.65,-0.187086643357144,Pentachloroanisole
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.42,21.8,0,A,96,1.04,0.0170333392987803,"3,3',5,5'-Tetrabromobisphenol A"
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.53,22,1,A,96,0.71,-0.148741651280925,"3,3',5,5'-Tetrabromobisphenol A"
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.53,22,1,A,96,0.89,-0.0506099933550872,"3,3',5,5'-Tetrabromobisphenol A"
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.53,22,1,A,96,0.06,-1.22184874961636,"3,3',5,5'-Tetrabromobisphenol A"
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.28,22.4,1,A,96,0.32,-0.494850021680094,"1,2,4,5-Tetrachlorobenzene"
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.49,21.2,0,A,96,50.8,1.70586371228392,"1,2,3-Trichloropropane"
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.32,21.5,0,A,96,69.9,1.84447717574568,"1,2,3-Trichloropropane"
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.32,21.5,0,A,96,57.6,1.76042248342321,"1,2,3-Trichloropropane"
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.32,21.5,0,A,96,27.4,1.43775056282039,"1,2,3-Trichloropropane"
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.56,21.6,1,A,96,0.00245,-2.61083391563547,(+/-)-Oxychlordane
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.47,21.6,1,A,96,0.00431,-2.36552272983927,(+/-)-Oxychlordane
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.47,21.6,1,A,96,0.00632,-2.19928292171761,(+/-)-Oxychlordane
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.47,21.6,1,A,96,0.00263,-2.58004425151024,(+/-)-Oxychlordane
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,20,0,F,24,75,1.8750612633917,Methylene blue
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,20,0,F,48,72,1.85733249643127,Methylene blue
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,20,0,F,72,56,1.7481880270062,Methylene blue
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,20,0,F,96,45,1.65321251377534,Methylene blue
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,25,0,F,48,48,1.68124123737559,Methylene blue
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,25,0,F,72,37,1.568201724067,Methylene blue
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,25,0,F,96,15,1.17609125905568,Methylene blue
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,,,1,F,96,0.427,-0.369572124974976,Sodium pentachlorophenate
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,,,1,F,96,0.305,-0.515700160653214,Sodium pentachlorophenate
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,,,1,F,96,0.095,-1.02227639471115,Sodium pentachlorophenate
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,,,1,F,96,0.142,-0.847711655616944,Sodium pentachlorophenate
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,,,1,F,24,0.47,-0.327902142064283,Didecyldimethylammonium chloride
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,8,25,0,A,96,10.2,1.00860017176192,Longifolene
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,8,25,0,A,96,9,0.954242509439325,Azulene
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,8,15,0,A,96,7.9,0.897627091290442,Naphthalene
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8,25,0,A,96,10.2,1.00860017176192,Sodium dodecyl sulfate
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8,25,0,A,96,17,1.23044892137827,Sodium dodecyl sulfate
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,8,25,0,A,96,22.5,1.35218251811136,Sodium dodecyl sulfate
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7,22,0,A,24,12,1.07918124604762,Styrene
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7,22,0,A,48,12,1.07918124604762,Styrene
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7,22,0,A,72,11,1.04139268515822,Styrene
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7,22,0,A,96,10,1,Styrene
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,8.2,25,1,A,96,0.33,-0.481486060122113,Didecyldimethylammonium chloride
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7,21,1,A,96,0.013199057899475,-1.87945706604118,Thiram
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7,21,1,A,96,0.0355821597290039,-1.44876769509631,Thiram
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7,21,0,A,96,68274.8008728027,4.83426044216997,Ethylene glycol
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7,21,0,A,96,69516.1608886719,4.84208577968193,Ethylene glycol
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,,0,F,48,33.23,1.52153034127871,Propanil
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,,0,F,48,33.81,1.52904517076577,Propanil
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,,0,F,48,20.13,1.30384377488865,Propanil
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,,0,F,48,27.38,1.43743344379797,Propanil
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,,0,A,48,8.99,0.953759691733229,Propanil
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,,,1,A,96,0.159792004394531,-0.796444955523965,Pentachlorophenol
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,20,0,A,48,8.86,0.947433721887051,Aldicarb
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,20,1,A,48,0.1627,-0.788612447063141,Chlorpyrifos
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,20,1,A,48,0.0214,-1.66958622665081,Chlordane
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.12,24.9,1,A,96,0.00683,-2.16557929631847,Fluoranthene
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,8,,0,T,24,50,1.69897000433602,Phenol
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,8.5,,0,T,24,52,1.7160033436348,Phenol
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,8,,0,T,24,65.59,1.81683763090204,Phenol
fish,Pimephales_promelas,D_H,1825,7.4,30,NR,FW,MOR,8.5,,0,T,24,65.34,1.81517913013942,Phenol
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.7,,0,F,48,8.27,0.917505509552547,Propanil
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.7,,0,F,48,8.76,0.942504106168081,Propanil
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.7,,0,F,48,8.9,0.949390006644913,Propanil
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,,,1,A,96,0.0121999999999999,-1.91364016932525,Fluoranthene
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7.5,25,0,F,96,4.7,0.672097857935718,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7.5,25,0,F,96,4.7,0.672097857935718,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.5,25,1,F,96,0.0438,-1.3585258894959,Lindane
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.5,25,1,F,96,0.0438,-1.3585258894959,Lindane
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.5,25,1,F,96,0.0438,-1.3585258894959,Lindane
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7.5,25,0,F,96,4.7,0.672097857935718,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7.5,25,0,F,96,4.7,0.672097857935718,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7.5,25,0,F,96,4.7,0.672097857935718,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7.5,25,0,F,96,4.7,0.672097857935718,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7.5,25,0,F,96,4.7,0.672097857935718,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7.5,25,0,F,96,4.7,0.672097857935718,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7.5,25,0,F,96,4.7,0.672097857935718,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7.5,25,0,F,96,4.7,0.672097857935718,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,7.5,25,0,F,96,4.7,0.672097857935718,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.2,17.3,0,A,96,73.09,1.86385796188397,Chloroform
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.3,17,0,A,96,89.85,1.95351808144499,Chloroform
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,6.9,,0,A,96,1106.2,3.04383365413315,Di(2-ethylhexyl) phthalate
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.1,16.8,0,F,96,2.32,0.3654879848909,"1,3-Dichloropropene"
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,7.2,16.7,1,A,96,0.045,-1.34678748622466,Acrolein
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.1,17,1,A,96,0.061,-1.21467016498923,Acrolein
fish,Pimephales_promelas,D_H,1825,7.4,30,S,FW,MOR,,20,0,F,48,15.94,1.20248831706009,Diazinon
fish,Pimephales_promelas,D_H,1825,7.4,30,R,FW,MOR,,20,0,A,96,34060,4.53224464362658,"1,2-Propylene glycol"
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.69,17,0,A,24,28.3,1.45178643552429,"2,4-Dimethylphenol"
fish,Pimephales_promelas,D_H,1825,7.4,30,F,FW,MOR,7.69,17,0,A,48,22.6,1.3541084391474,"2,4-Dimethylphenol"
